Time_Stamp,Date,Text,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance,Evaluation,Target,Specific_Individual,Specific_Collective,Topic
0,2016-09-24 11:06:32,Today is the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA... https://t.co/4iW06ROvsT,258L,0,,,,,,,
0,2016-09-24 12:43:52,"""@KellyannePolls: Trump is headed for a win, says professor who has predicted 30 years of presidential outcomes   https://t.co/68WEMcuHSO""",258A,0,,,,,,,
0,2016-09-24 17:08:17,"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!",258M,0,,,,,,,
0,2016-09-25 12:30:28,"Many on the team and staff of Bernie Sanders have been treated badly by the Hillary Clinton campaign - and they like Trump on trade, a lot!",258F,0,,,,,,,
0,2016-09-25 18:15:11,"Readout of my meeting with Israeli Prime Minister Benjamin Netanyahu:
https://t.co/VHuyE65hgi https://t.co/6KDPrQxSED",228L,0,,,,,,,
0,2016-09-26 01:13:40,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",228A,0,,,,,,,
0,2016-09-26 22:31:53,"My team of deplorables will be managing my Twitter account for this evenings debate. Tune in!
#DebateNight #TrumpPence16",228M,0,,,,,,,
0,2016-09-27 01:18:55,.@HillaryClinton and Obama policies increased debt by $9trillion over the last 8 years,228F,1,1.0,1.0,0.0,1.0,Hillary Clinton,,1.0
0,2016-09-27 01:28:50,.@HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? #Debates2016,77L,0,,,,,,,
0,2016-09-27 01:33:59,HILLARY'S BAD TAX HABIT! https://t.co/x3FBy8Hdq2,77A,0,,,,,,,
0,2016-09-27 01:51:58,I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,77M,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-09-27 02:21:59,Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,77F,0,,,,,,,
0,2016-09-27 02:28:26,"Russia has more warheads than ever, N Korea is testing nukes, and Iran got a sweetheart deal to keep theirs. Thanks, @HillaryClinton.",150L,1,1.0,1.0,0.0,1.0,Hillary Clinton,,4.0
0,2016-09-27 02:42:49,".@HillaryClinton’s Nuclear Agreement Paved The Way For The $400 Million Ransom Payment #DebateNight
https://t.co/qfZTx6aKYs",150A,0,,,,,,,
0,2016-09-27 04:01:32,Thank you Governor @Mike_Pence!Lets MAKE AMERICA SAFE AND GREAT AGAIN with the American people. #AmericaFirst... https://t.co/6k7qP9X8nC,150M,0,,,,,,,
0,2016-09-27 04:34:09,"Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!",150F,0,,,,,,,
0,2016-09-27 05:36:33,"TIME #DebateNight poll - over 800,000 votes. Thank you! 
#AmericaFirst #MAGA https://t.co/bTPX9E0wKu",78L,0,,,,,,,
0,2016-09-27 06:32:29,"Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp, GREAT AGAIN... https://t.co/39FCnUf8Pb",78A,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-09-27 12:53:42,I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?,78M,0,,,,,,,
0,2016-09-27 13:14:55,I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.,78F,0,,,,,,,
0,2016-09-27 13:49:07,'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm,160L,0,,,,,,,
0,2016-09-27 14:55:57,'U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp,160A,0,,,,,,,
0,2016-09-27 16:58:58,"Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd",160M,0,,,,,,,
0,2016-09-27 19:37:22,"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",160F,0,,,,,,,
0,2016-09-27 20:06:25,"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ",113L,0,,,,,,,
0,2016-09-27 21:08:22,"Once again, we will have a government of, by and for the people. Join the MOVEMENT today! https://t.co/lWjYDbPHav https://t.co/uYwJrtZkAe",113A,0,,,,,,,
0,2016-09-28 02:17:06,My supporters are the best! $18 million from hard-working people who KNOW what we can be again! Shatter the record: https://t.co/8ZHGyOth0f,113M,0,,,,,,,
0,2016-09-28 16:20:01,"Join me in Council Bluffs, Iowa- today at 3pm! #MakeAmericaGreatAgain 
Tickets: https://t.co/iRL3xh37gF",113F,0,,,,,,,
0,2016-09-28 17:40:10,An honor to meet with the Polish American Congress in Chicago this morning! #ImWithYou Video:... https://t.co/lBFHoWRqox,291L,0,,,,,,,
0,2016-09-28 23:54:08,"Join me live in Waukesha, Wisconsin for an 8pmE rally! #AmericaFirst #MAGA
https://t.co/G8kGLSFy6S",291A,0,,,,,,,
0,2016-09-29 03:23:07,"Join me in Bedford, New Hampshire- tomorrow at 3:00pm. Can't wait to see everyone! #AmericaFirst #MAGA... https://t.co/oeOJFAS7it",291M,0,,,,,,,
0,2016-09-29 18:05:56,My condolences to those involved in today's horrible accident in NJ and my deepest gratitude to all of the amazing first responders.,291F,0,,,,,,,
0,2016-09-29 21:34:57,"Thank you for joining me this afternoon, New Hampshire! Will be back soon. #FollowTheMoneySpeech transcript:... https://t.co/VtUkDgF4vs",265L,0,,,,,,,
0,2016-09-30 02:16:00,"Wow, did you see how badly @CNN (Clinton News Network) is doing in the ratings. With people like @donlemon, who could expect any more?",265A,0,,,,,,,
0,2016-09-30 09:14:03,"Wow, Crooked Hillary was duped and used by my worst Miss U. Hillary floated her as an ""angel"" without checking her past, which is terrible!",265M,0,,,,,,,
0,2016-09-30 12:50:48,"Remember, don't believe ""sources said"" by the VERY dishonest media. If they don't name the sources, the sources don't exist.",265F,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-09-30 18:24:21,"Why isn't Hillary 50 points ahead? Maybe it's the email scandal, policies that spread ISIS, or calling millions of... https://t.co/yKz9vCz8O1",175L,1,1.0,1.0,1.0,3.0,,,3.0
0,2016-09-30 20:03:41,"Join me in Pueblo, Colorado on Monday afternoon at 3pm! #TrumpRally
https://t.co/3P3QZxzSPJ",175A,0,,,,,,,
0,2016-09-30 23:01:50,"Thank you Novi, Michigan! Get out and VOTE #TrumpPence16 on 11/8. Together, WE WILL MAKE AMERICA GREAT AGAIN!... https://t.co/n7Gd6Xc18H",175M,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-10-01 20:16:05,"I won the debate if you decide without watching the totally one-sided ""spin"" that followed. This despite the really bad microphone.",175F,0,,,,,,,
0,2016-10-01 21:25:52,"Wow, just saw the really bad @CNN ratings. People don't want to watch bad product that only builds up Crooked Hillary.",38L,0,,,,,,,
0,2016-10-02 11:22:41,I know our complex tax laws better than anyone who has ever run for president and am the only one who can fix them. #failing@nytimes,38A,0,,,,,,,
0,2016-10-02 12:10:33,"""@trumplican2016: .@realDonaldTrump  There will be MASSIVE turnout for you,  Mr. Trump - These polls don't register the pulse of the PEOPLE!",38M,0,,,,,,,
0,2016-10-02 21:59:07,"Melania and I extend our warmest greetings to those observing Rosh Hashanah here in the United States, in Israel, and around the world.",38F,0,,,,,,,
0,2016-10-03 21:41:35,"Thank you Pueblo, Colorado! 
#TrumpRally #AmericaFirst
https://t.co/3KWOl20zMm https://t.co/rFAf7xYNhy",261L,0,,,,,,,
0,2016-10-04 02:20:21,"Thank you Colorado! #MAGA
https://t.co/3KWOl20zMm
https://t.co/M7QhdCgRzw https://t.co/wIGNtKPA2X",261A,0,,,,,,,
0,2016-10-04 19:36:19,"Join me in Reno, Nevada tomorrow at 3:30pm! #AmericaFirst #MAGA
Tickets: https://t.co/DJ7JJUkkz7",261M,0,,,,,,,
0,2016-10-04 19:48:15,"My childcare plan makes a difference for working families - more money, more freedom. #AmericaFirst means... https://t.co/X3Yn3FZphf",261F,1,1.0,1.0,1.0,1.0,Donald Trump,,2.0
0,2016-10-04 23:55:55,"Wow, did you just hear Bill Clinton's statement on how bad ObamaCare is. Hillary not happy. As I have been saying, REPEAL AND REPLACE!",58L,0,,,,,,,
0,2016-10-05 00:18:38,I will be live-tweeting the V.P. Debate. Very exciting! MAKE AMERICA GREAT AGAIN!,58A,0,,,,,,,
0,2016-10-05 01:05:53,Both are looking good! Now we begin!,58M,0,,,,,,,
0,2016-10-05 01:12:45,"""@RoadkingL: @mike_pence Wow, Kaine couldn't go 12 seconds without a lie. Marines and military are scared of the liar running. #bengazi""",58F,0,,,,,,,
0,2016-10-05 01:22:08,"""@bigdog_joey: @realDonaldTrump @timkaine is so angry. Our @mike_pence looks great. kaine can't defend all those lies #makeamericagreatagain",41L,0,,,,,,,
0,2016-10-05 01:28:25,"""@Jnelson52722: @realDonaldTrump @Susiesentinel Kaine looks like an evil crook out of the Batman movies""",41A,0,,,,,,,
0,2016-10-05 01:30:39,".@mike_pence is doing a great job - so far, no contest!",41M,1,1.0,1.0,1.0,1.0,Mike Pence,,3.0
0,2016-10-05 01:33:50,"""@carol_lcnixon67: @realDonaldTrump Kaine says Hillary and he have plans. She could care less what Kaine thinks.""",41F,0,,,,,,,
0,2016-10-05 01:35:06,"""@bcuzimdamomma: @FreeDavidKing No she only gets #Americans killed #Benghazi - we need @realDonaldTrump #MAGA""",238L,0,,,,,,,
0,2016-10-05 01:37:38,"""@GeeVeeM: @realDonaldTrump @Susiesentinel Pence is so prepared! He did his homework to outperform Kaine.""",238A,1,1.0,0.0,,,,,
0,2016-10-05 01:50:48,"I agree Mike - thank you to all of our law enforcement officers! #VPDebate 

""Police officers are the best of us...""
@Mike_Pence",238M,0,,,,,,,
0,2016-10-05 01:54:08,".@mike_pence and I will defeat #ISIS.
https://t.co/oCIIDwtptV #VPDebate",238F,0,,,,,,,
0,2016-10-05 02:09:58,.@timkaine is the ANTI-DEFENSE SENATOR. #VPDebate #BigLeagueTruth https://t.co/qWkvGFARA1,171L,0,,,,,,,
0,2016-10-05 02:15:21,"Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:
https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate",171A,0,,,,,,,
0,2016-10-05 02:19:54,"CLINTON IS WEAK ON NORTH KOREA:
https://t.co/8pRednmnFX #VPDebate",171M,0,,,,,,,
0,2016-10-05 02:23:01,"""@FLifeforce: @_CFJ_ @vine That is a reason to NOT Vote for Hillary Clinton. Vote for Liberty! Vote for @realDonaldTrump""",171F,0,,,,,,,
0,2016-10-05 02:27:18,"""@Gsimmons03Ginny: @realDonaldTrump ..Kaine is awful, Trump and Pence are the ticket..no more lies, we are ready to see America Great Again!",110L,0,,,,,,,
0,2016-10-05 02:36:02,Mike Pence won big. We should all be proud of Mike!,110A,0,,,,,,,
0,2016-10-05 18:53:09,"About to begin a rally here in Henderson, Nevada. New Reuters poll just out- thank you! Join the MOVEMENT:... https://t.co/uvbntNsxGl",110M,0,,,,,,,
0,2016-10-05 21:19:48,"Bill Clinton is right: Obamacare is 'crazy', 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.",110F,0,,,,,,,
0,2016-10-05 22:02:58,"'Small business says Trump is their pick for president'
https://t.co/tzVN9QgPFS",57L,0,,,,,,,
0,2016-10-05 22:59:52,Thank you South Carolina! Everyone has to get out and VOTE on 11/8/16. #MakeAmericaGreatAgain... https://t.co/os7EmRCdPf,57A,0,,,,,,,
0,2016-10-06 01:32:48,"Such a great honor! 
https://t.co/vt4AmLdkeP",57M,0,,,,,,,
0,2016-10-06 04:02:19,Pennsylvania poll just released. Two rallies there on Mon- join me!Ambridge: https://t.co/TujWDWcgd3Wilkes-Barre:... https://t.co/TeIeCttUpP,57F,0,,,,,,,
0,2016-10-06 04:24:43,"Praying for everyone in Florida. Hoping the hurricane dissipates, but in any event, please be careful.",189L,0,,,,,,,
0,2016-10-06 20:47:49,'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t,189A,0,,,,,,,
0,2016-10-06 21:57:35,Thank you Tennessee! #MAGA https://t.co/OoDFmerQ5B,189M,0,,,,,,,
0,2016-10-07 03:03:48,"Thoughts &amp, prayers with the millions of people in the path of Hurricane Matthew. Look out for neighbors, and listen... https://t.co/JqjyTiKicD",189F,0,,,,,,,
0,2016-10-08 14:48:22,Certainly has been an interesting 24 hours!,290L,0,,,,,,,
0,2016-10-09 00:38:52,Thank you to my great supporters in Wisconsin. I heard that the crowd and enthusiasm was unreal!,290A,0,,,,,,,
0,2016-10-09 13:17:02,"EXCLUSIVE — Video Interview: Bill Clinton Accuser Juanita Broaddrick Relives Brutal Rapes:
https://t.co/9j7f8VK9Md",290M,0,,,,,,,
0,2016-10-09 14:03:24,"""@CharleneOsbor17: @realDonaldTrump politicians don't count. It's the people. We are behind trump all the way to White House.""",290F,0,,,,,,,
0,2016-10-09 14:05:17,"""@HenryLeledog: @realDonaldTrump This Black Democrat is on the ""TRUMP TRAIN""!!""",185L,0,,,,,,,
0,2016-10-09 16:02:35,"LA Times- USC Dornsife Sunday Poll: Donald Trump Retains 2 Point Lead Over Hillary:
https://t.co/n05rul4Ycw",185A,0,,,,,,,
0,2016-10-09 22:26:27,"The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:
https://t.co/d2Upx5FitC",185M,0,,,,,,,
0,2016-10-10 01:11:26,It’s this simple. “Make America Great Again.” #debate #BigLeagueTruth,185F,0,,,,,,,
0,2016-10-10 01:23:22,There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’ actions were far worse,92L,0,,,,,,,
0,2016-10-10 01:27:04,If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies.,92A,0,,,,,,,
0,2016-10-10 01:29:17,"Hillary’s 33,000 deleted emails about her daughter’s wedding. That’s a lot of wedding emails. #debate",92M,0,,,,,,,
0,2016-10-10 01:32:10,Obama and Clinton told the same lie to sell #ObamaCare. #Debates2016 https://t.co/vhOLtHrR66,92F,1,1.0,1.0,0.0,1.0,Barack Obama,,2.0
0,2016-10-10 01:37:50,".@HillaryClinton is NOT above the law!
#Debates2016 https://t.co/4arYZcGgYZ",300L,0,,,,,,,
0,2016-10-10 01:45:16,".@HillaryClinton #ICYMI- ""WE ARE NOT IN A NARRATIVE FIGHT.""
@Mike_Pence #MAGA https://t.co/FUQzXlyPwY",300A,0,,,,,,,
0,2016-10-10 01:49:56,I hope when the MSM runs its “interruption counters” they consider the # of times the moderators interrupted me com... https://t.co/pHEjp8bZVP,300M,0,,,,,,,
0,2016-10-10 01:51:33,"""YOU NEED BOTH A PUBLIC AND A PRIVATE POSITION""
@HillaryClinton #Debates2016 https://t.co/oI2qi2HAdO",300F,0,,,,,,,
0,2016-10-10 02:06:41,"Here are Hillary Clinton's ""accomplishments"" at the State Department.
#Debates2016 #RattledHillary https://t.co/iouuqXYAdq",256L,0,,,,,,,
0,2016-10-10 02:09:51,This is the definition of ransom ⬇ https://t.co/370piI2JLp,256A,0,,,,,,,
0,2016-10-10 02:15:24,"In my administration, EVERY American will be treated equally, protected equally, and honored equally #Debate #BigLeagueTruth",256M,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-10-10 02:19:35,"If @HillaryClinton is president, she’ll be all talk and nothing will get done. #Debate #BigLeagueTruth",256F,1,1.0,1.0,0.0,1.0,Hillary Clinton,,3.0
0,2016-10-10 02:21:50,This country cannot take four more years of Barack Obama! #Debate,25L,0,,,,,,,
0,2016-10-10 02:30:17,"Hypocrite: @HillaryClinton is the single biggest beneficiary of Citizens United in history, by far. #debate #bigleaguetruth",25A,0,,,,,,,
0,2016-10-10 03:39:21,"Thank you St. Louis, Missouri!
#MakeAmericaGreatAgain  
https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D",25M,0,,,,,,,
0,2016-10-10 17:22:22,"Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee",25F,0,,,,,,,
0,2016-10-10 19:22:56,"Debate polls look great - thank you!
#MAGA #AmericaFirst https://t.co/4peQ3Sswdz",251L,0,,,,,,,
0,2016-10-11 01:33:32,"Thank you Pennsylvania. This is a MOVEMENT like we have never seen before! #VoteTrumpPence16 on 11/8/16- together,... https://t.co/x0197JL5RU",251A,0,,,,,,,
0,2016-10-11 13:05:53,"Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",251M,0,,,,,,,
0,2016-10-11 14:15:10,With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans!,251F,0,,,,,,,
0,2016-10-11 15:25:11,Wow. Unbelievable. https://t.co/RcBPCcmwnD,298L,0,,,,,,,
0,2016-10-11 16:52:28,"The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",298A,1,1.0,1.0,,,,,
0,2016-10-11 16:52:28,"The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",298A,1,2.0,1.0,,,,,
0,2016-10-11 18:29:59,"Crooked's State Dept gave special attention to ""Friends of Bill"" after the Haiti Earthquake. Unbelievable! https://t.co/opP2l8ln0J",298M,0,,,,,,,
0,2016-10-11 20:56:33,VOTER REGISTRATION DEADLINES TODAY. You can register now at: https://t.co/HfihPEA3Sp and get out to... https://t.co/LlFdF0DRX4,298F,0,,,,,,,
0,2016-10-11 23:04:25,"Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!",152L,0,,,,,,,
0,2016-10-12 04:04:47,"Thank you Florida- a MOVEMENT that has never been seen before and will never be seen again. Lets get out &amp,... https://t.co/t9XM9wFDZI",152A,0,,,,,,,
0,2016-10-12 14:00:48,"PAY TO PLAY POLITICS. 
#CrookedHillary https://t.co/wjsl8ITVvk",152M,0,,,,,,,
0,2016-10-12 21:01:31,"The MOVEMENT in Lakeland, Florida. Voter registration extended to 10/18. REGISTER ASAP @ https://t.co/HfihPERFgZ &amp,... https://t.co/PygIlshrgv",152F,0,,,,,,,
0,2016-10-13 13:09:45,"Why didn't the writer of the twelve year old article in People Magazine mention the ""incident"" in her story. Because it did not happen!",71L,0,,,,,,,
0,2016-10-13 13:52:14,"Join me in Ohio &amp, Maine!Cincinnati, Ohio- tonight @ 7:30pm: https://t.co/XlHGD1VrMoBangor, Maine - Saturday @ 3pm... https://t.co/DYHPQYBwpK",71A,0,,,,,,,
0,2016-10-13 20:04:14,Just left a great rally in Florida - now heading to Ohio for two more. Will be there soon.,71M,0,,,,,,,
0,2016-10-13 22:50:04,"""""""This is a crossroads in the history of our civilization that will determine whether or not We The People reclaim c... https://t.co/a84WMHpSYy""",71F,1,1.0,1.0,1.0,3.0,,,3.0
0,2016-10-13 23:28:02,"Join me in Greensboro, North Carolina tomorrow at 2:00pm! #TrumpRally
https://t.co/vpLryxCyoq https://t.co/dRra2AqayJ",8L,0,,,,,,,
0,2016-10-14 01:18:07,"Thank you to our U.S. Navy for protecting our country, both in times of peace &amp, war. Together, WE WILL MAKE AMERICA... https://t.co/v23jCl4tEQ",8A,1,1.0,1.0,1.0,2.0,,"National Government Agencies (e.g., intelligence agencies, government departments like the department of justice)",
0,2016-10-14 19:28:18,"Thank you for your support Greensboro, North Carolina. Next stop - Charlotte! #MAGA
https://t.co/3KWOl2ibaW https://t.co/jjde4W1hz2",8M,0,,,,,,,
0,2016-10-15 03:05:29,"Thank you @TrumpWomensTour!
#MakeAmericaGreatAgain https://t.co/R4oxaHpsAB",8F,0,,,,,,,
0,2016-10-15 11:45:58,"This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!",227L,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-10-15 12:23:08,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,227A,0,,,,,,,
0,2016-10-15 15:52:48,The truth is a beautiful weapon. https://t.co/P7FrFhicvw,227M,0,,,,,,,
0,2016-10-15 18:29:22,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,227F,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-10-15 23:11:27,"Thank you Bangor, Maine! Get out &amp, #VoteTrumpPence16 on 11/8/16- and together we will MAKE AMERICA SAFE AND GREAT A... https://t.co/sUSh8v07MW",49L,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-10-16 00:03:33,Thank you for sharing Amy. https://t.co/StfzCeaQgH,49A,0,,,,,,,
0,2016-10-16 11:14:00,Watched Saturday Night Live hit job on me.Time to retire the boring and unfunny show. Alec Baldwin portrayal stinks. Media rigging election!,49M,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-10-16 12:31:40,"Election is being rigged by the media, in a coordinated effort with the Clinton campaign, by putting stories that never happened into news!",49F,1,1.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-10-16 16:07:08,Hillary's staff thought her email scandal might just blow over. Who would trust these people with national security? https://t.co/EvBCQoZRG2,132L,0,,,,,,,
0,2016-10-16 17:01:12,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD,132A,0,,,,,,,
0,2016-10-16 20:13:36,Join me in Wisconsin tomorrow or Colorado on Tuesday!Green Bay- 6pmhttps://t.co/9L917nvCBXColorado Springs- 1pm... https://t.co/972GWZDGEp,132M,0,,,,,,,
0,2016-10-16 20:54:37,"Paul Ryan, a man who doesn't know how to win (including failed run four years ago), must start focusing on the budget, military, vets etc.",132F,0,,,,,,,
0,2016-10-16 22:29:46,Animals representing Hillary Clinton and Dems in North Carolina just firebombed our office in Orange County because we are winning @NCGOP,22L,1,1.0,1.0,0.0,2.0,,Progressive: Democrats/Liberals/Left-wing ideologists,3.0
0,2016-10-17 12:15:50,"Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!",22A,1,2.0,1.0,0.0,2.0,,"Media (e.g., Fake News)",3.0
0,2016-10-17 12:15:50,"Can't believe these totally phoney stories, 100% made up by women (many already proven false) and pushed big time by press, have impact!",22A,1,1.0,1.0,0.0,2.0,,"Minority Groups (e.g. Immigrants, Queer People)",3.0
0,2016-10-17 12:24:47,"""@PrisonPlanet: Trump accuser praised him in an email as recently as April! This is all yet another hoax. https://t.co/tcKzmIKpfS"" Terrible",22M,0,,,,,,,
0,2016-10-17 12:33:48,Of course there is large scale voter fraud happening on and before election day. Why do Republican leaders deny what is going on? So naive!,22F,0,,,,,,,
0,2016-10-17 14:58:32,"WikiLeaks proves even the Clinton campaign knew Crooked mishandled classified info, but no one gets charged? RIGGED! https://t.co/FgGxDsS0a1",86L,0,,,,,,,
0,2016-10-17 15:24:31,"Voter fraud! Crooked Hillary Clinton even got the questions to a debate, and nobody says a word. Can you imagine if I got the questions?",86A,0,,,,,,,
0,2016-10-17 16:12:24,"Wow, new polls just came out from @CNN   Great numbers, especially after total media hit job. Leading Ohio 48 - 44.",86M,0,,,,,,,
0,2016-10-17 19:11:28,"""State Department official accused of offering 'quid pro quo' in Clinton email scandal"" https://t.co/XkmcKeyRPJ",86F,1,1.0,0.0,,,,,
0,2016-10-17 19:31:22,"New polls are good because the media has deceived the public by putting women front and center with made-up stories and lies, and got caught",141L,1,1.0,1.0,,,,,
0,2016-10-17 21:44:31,Trump Virginia Office Announces Statewide TV Ad Strategy and Leadership Team: https://t.co/wVJZTjY8bA https://t.co/JUBRu4mqCE,141A,0,,,,,,,
0,2016-10-17 22:27:00,"My wife, Melania, will be interviewed tonight at 8:00pm by Anderson Cooper on @CNN. I have no doubt she will do very well. Enjoy!",141M,1,1.0,1.0,1.0,1.0,Other Individuals,,
0,2016-10-17 22:51:31,Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv,141F,0,,,,,,,
0,2016-10-18 01:43:34,"Donald J. Trump Ethics Reform Plan For Washington D.C.
https://t.co/lKzas1SqUA",116L,0,,,,,,,
0,2016-10-18 15:33:18,"I will Make Our Government Honest Again -- believe me. But first, I'm going to have to #DrainTheSwamp in DC. https://t.co/m1lMAQPnIb",116A,1,1.0,1.0,1.0,1.0,Donald Trump,,3.0
0,2016-10-18 15:36:44,"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence. #DrainTheSwamp https://t.co/VpYiO8CnXQ",116M,1,1.0,1.0,0.0,1.0,Hillary Clinton,,3.0
0,2016-10-18 18:05:45,Hillary’s Aides Urged Her to Take Foreign Lobbyist Donation And Deal With Attacks: https://t.co/o2qvr1myIZ,116F,0,,,,,,,
0,2016-10-18 18:43:15,"FL, KS, ME, MD, MN, NJ, OR &amp, WV! It's the LAST DAY to mail in voter reg forms. Get the forms at... https://t.co/CbpgL6wynY",134L,0,,,,,,,
0,2016-10-18 21:42:34,"'Trump rally disrupter was once on Clinton's payroll'
https://t.co/75oLLuD4SI",134A,0,,,,,,,
0,2016-10-19 00:53:43,"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE... https://t.co/rVcjXdWxzp",134M,1,1.0,1.0,1.0,2.0,,The Trump-Administration,3.0
0,2016-10-19 01:28:27,‘Food Groups’ – Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L,134F,0,,,,,,,
0,2016-10-19 16:57:44,More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM,87L,0,,,,,,,
0,2016-10-19 18:05:18,"'Scandals surround Clinton's gatekeeper at State'
#DrainTheSwamp https://t.co/xxTTZeMYAc",87A,0,,,,,,,
0,2016-10-19 19:09:28,"'Top Hillary Adviser Mocked, Plotted Attacks on Pro-Sanders Civil Rights Leader' #DrainTheSwamp 
https://t.co/ER5FtjZgjw",87M,1,1.0,0.0,,,,,
0,2016-10-19 19:57:03,"'Hillary Clinton Deleted Emails With Her Email Server Technician'
https://t.co/VvO4lTKsaj",87F,0,,,,,,,
0,2016-10-19 21:26:25,I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK,36L,0,,,,,,,
0,2016-10-19 22:14:24,"Join my team tonight at 8:30pmE!
https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF",36A,0,,,,,,,
0,2016-10-19 22:57:24,"UNBELIEVABLE!
Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT",36M,0,,,,,,,
0,2016-10-20 00:58:56,This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr,36F,0,,,,,,,
0,2016-10-20 01:07:40,Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh,144L,1,1.0,1.0,0.0,1.0,Hillary Clinton,,3.0
0,2016-10-20 01:11:14,.@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8,144A,0,,,,,,,
0,2016-10-20 01:14:12,It is so imperative that we have the right justices. #DrainTheSwamp #Debates #BigLeagueTruth https://t.co/RHryqijTlu,144M,0,,,,,,,
0,2016-10-20 01:22:19,"Drugs are pouring into this country. If we have no border, we have no country. That’s why ICE endorsed me. #Debate #BigLeagueTruth",144F,0,,,,,,,
